"State","fips","full","pop_2015","Brewery_id","Brewery_name","City","Beer_name","Beer_ID","ABV","IBU","Style","Ounces"
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Ring of Dingle",1128,0.071,27,"Irish Dry Stout",16
"IN","18","Indiana",6619680,25,"Burn 'Em Brewing","Michigan City","Coconoats",2464,0.065,23,"American Pale Wheat Ale",16
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Bitter Bitch",1979,0.061,60,"American Pale Ale (APA)",12
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Great Crescent Mild Ale",439,0.042,26,"English Dark Mild Ale",16
"IN","18","Indiana",6619680,18,"Tin Man Brewing Company","Evansville","Damascene Apricot Sour",2622,0.052,12,"Fruit / Vegetable Beer",16
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Sinister",2263,0.09,120,"American Double / Imperial IPA",12
"IN","18","Indiana",6619680,27,"Evil Czech Brewery","Mishawaka","General George Patton Pilsner",1967,0.054,48,"Czech Pilsener",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Osiris Pale Ale (2010)",54,0.056,50,"American Pale Ale (APA)",16
"IN","18","Indiana",6619680,27,"Evil Czech Brewery","Mishawaka","White Reaper",2432,0.07,61,"Belgian IPA",16
"IN","18","Indiana",6619680,28,"450 North Brewing Company","Columbus","Barn Yeti",2220,0.09,40,"Belgian Strong Dark Ale",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Bourbon Barrel Johan",1049,0.099,60,"English Barleywine",16
"IN","18","Indiana",6619680,22,"Three Pints Brewing","Martinsville","Citra Faced",2617,0.055,64,"American Pale Wheat Ale",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Hop Up Offa That Brett (2014)",2085,0.058,20,"Belgian Pale Ale",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Bourbon Barrel Batch 666: Sympathy for the Devil",2083,0.099,36,"Belgian Dark Ale",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Chaka",660,0.08,80,"Belgian Strong Pale Ale",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Great Crescent Coconut Porter",1269,0.056,33,"American Porter",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Aurora Lager (2011)",626,0.057,27,"Dortmunder / Export Lager",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Sun King Oktoberfest",874,0.055,23,"Märzen / Oktoberfest",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Frosted Fields Winter Wheat",615,0.06,25,"American Dark Wheat Ale",16
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Rise of the Phoenix",2264,0.071,100,"American IPA",12
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Johan the Barleywine",394,0.099,60,"English Barleywine",16
"IN","18","Indiana",6619680,29,"Taxman Brewing Company","Bargersville","Deduction",2601,0.08,22,"Dubbel",12
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Great Crescent Dark Lager",440,0.057,23,"Euro Dark Lager",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Wee Muckle (2011)",584,0.09,30,"Scotch Ale / Wee Heavy",16
"IN","18","Indiana",6619680,18,"Tin Man Brewing Company","Evansville","Overlord Imperial IPA",1449,0.085,115,"American Double / Imperial IPA",16
"IN","18","Indiana",6619680,17,"Flat 12 Bierwerks","Indianapolis","Deflator",2624,0.065,12,"Doppelbock",16
"IN","18","Indiana",6619680,18,"Tin Man Brewing Company","Evansville","Csar",2621,0.12,90,"Russian Imperial Stout",16
"IN","18","Indiana",6619680,18,"Tin Man Brewing Company","Evansville","Cafe Leche",2623,0.058,20,"American Porter",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Great Crescent Blonde Ale",1699,0.053,22,"American Blonde Ale",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Great Crescent Belgian Style Wit",478,0.051,13,"Witbier",16
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Lake Street Express",2260,0.045,85,"American Pale Ale (APA)",12
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Sophomoric Saison",2099,0.072,120,"Saison / Farmhouse Ale",12
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Fistful of Hops Green",1996,0.064,75,"American IPA",16
"IN","18","Indiana",6619680,25,"Burn 'Em Brewing","Michigan City","Mr. Tea",2606,0.078,34,"Fruit / Vegetable Beer",24
"IN","18","Indiana",6619680,25,"Burn 'Em Brewing","Michigan City","Hopkick Dropkick",2471,0.099,115,"American Double / Imperial IPA",12
"IN","18","Indiana",6619680,28,"450 North Brewing Company","Columbus","Galaxyfest",2603,0.065,42,"American IPA",16
"IN","18","Indiana",6619680,17,"Flat 12 Bierwerks","Indianapolis","Hinchtown Hammer Down",2284,0.05,27,"American Blonde Ale",16
"IN","18","Indiana",6619680,25,"Burn 'Em Brewing","Michigan City","MCA",2072,0.068,100,"American IPA",16
"IN","18","Indiana",6619680,28,"450 North Brewing Company","Columbus","Scarecrow",2219,0.069,65,"American IPA",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Java Mac",2215,0.054,120,"Scottish Ale",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Beer Agent Re-Ignition",2303,0.053,22,"American Blonde Ale",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Tip Off",2605,0.052,29,"Altbier",16
"IN","18","Indiana",6619680,316,"Cutters Brewing Company","Avon","Monon Wheat",1788,0.054,65,"Witbier",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Wee Mac Scottish-Style Ale",213,0.054,23,"Scottish Ale",16
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Devil's Cup",2265,0.066,82,"American Pale Ale (APA)",12
"IN","18","Indiana",6619680,22,"Three Pints Brewing","Martinsville","Pale",2615,0.054,37,"American Pale Ale (APA)",16
"IN","18","Indiana",6619680,507,"Warbird Brewing Company","Fort Wayne","T-6 Red Ale (2004)",780,0.047,66,"American Amber / Red Ale",12
"IN","18","Indiana",6619680,28,"450 North Brewing Company","Columbus","Citrafest",2602,0.05,45,"American IPA",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Bourbon Barrel Cowbell",1347,0.046,55,"American Porter",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Port Barrel Wee Mac ",2081,0.053,23,"Scotch Ale / Wee Heavy",16
"IN","18","Indiana",6619680,28,"450 North Brewing Company","Columbus","Copperhead Amber",2216,0.052,18,"Belgian Dark Ale",16
"IN","18","Indiana",6619680,28,"450 North Brewing Company","Columbus","Ironman",2218,0.09,50,"English Strong Ale",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","PV Muckle (2013)",2084,0.083,23,"Scotch Ale / Wee Heavy",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Bourbon Barrel Aged Timmie",1367,0.099,75,"Russian Imperial Stout",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Fistful of Hops Orange",2000,0.063,75,"American IPA",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Bourbon Barrel Wee Mac",1127,0.054,23,"Scottish Ale",16
"IN","18","Indiana",6619680,25,"Burn 'Em Brewing","Michigan City","Wrath of Pele",2608,0.065,100,"American Brown Ale",16
"IN","18","Indiana",6619680,25,"Burn 'Em Brewing","Michigan City","Pale Alement",2478,0.055,40,"American Pale Ale (APA)",12
"IN","18","Indiana",6619680,22,"Three Pints Brewing","Martinsville","Pole Barn Stout",2616,0.055,31,"Oatmeal Stout",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","30 Min Coma",1948,0.046,80,"Belgian IPA",16
"IN","18","Indiana",6619680,18,"Tin Man Brewing Company","Evansville","Rivet Irish Red Ale",950,0.051,22,"Irish Red Ale",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Stupid Sexy Flanders",1366,0.063,23,"Flanders Oud Bruin",16
"IN","18","Indiana",6619680,203,"Upland Brewing Company","Bloomington","Campside Session IPA",2190,0.045,50,"American IPA",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Fistful Of Hops Red",2001,0.064,75,"American IPA",16
"IN","18","Indiana",6619680,18,"Tin Man Brewing Company","Evansville","Circuit Bohemian Pilsner",948,0.045,35,"Czech Pilsener",16
"IN","18","Indiana",6619680,27,"Evil Czech Brewery","Mishawaka","Bobblehead",2431,0.051,33,"American Pale Wheat Ale",16
"IN","18","Indiana",6619680,18,"Tin Man Brewing Company","Evansville","Alloy",951,0.058,36,"American IPA",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Cherry Ale (1)",639,0.057,18,"Fruit / Vegetable Beer",16
"IN","18","Indiana",6619680,203,"Upland Brewing Company","Bloomington","Upland Wheat Ale",1951,0.045,15,"Witbier",16
"IN","18","Indiana",6619680,316,"Cutters Brewing Company","Avon","Half Court IPA",1786,0.063,86,"American IPA",16
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Black Exodus",2261,0.077,45,"Oatmeal Stout",12
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Great Crescent Coconut Porter (2012)",441,0.056,33,"American Porter",16
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Jade",2258,0.055,85,"American Pale Ale (APA)",12
"IN","18","Indiana",6619680,22,"Three Pints Brewing","Martinsville","Yoshi's Nectar",2614,0.053,27,"California Common / Steam Beer",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Indians Victory Lager (2012)",698,0.052,24,"Dortmunder / Export Lager",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Cherry Ale",1990,0.057,18,"Fruit / Vegetable Beer",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Aurora Lager",1700,0.057,27,"Dortmunder / Export Lager",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Sun King Oktoberfest (2011)",526,0.055,23,"Märzen / Oktoberfest",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Great Crescent Stout",442,0.08,66,"English Stout",16
"IN","18","Indiana",6619680,17,"Flat 12 Bierwerks","Indianapolis","Half Cycle IPA",1610,0.06,104,"American IPA",16
"IN","18","Indiana",6619680,206,"People's Brewing Company","Lafayette","Mound Builder IPA",2175,0.065,77,"American IPA",12
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Bourbon's Barrel Stout",455,0.075,65,"American Stout",16
"IN","18","Indiana",6619680,349,"Four Horsemen Brewing Company","South Bend","Leprechaun Lager",1657,0.04,61,"American Pale Lager",12
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Whip Fight",2082,0.09,30,"Scotch Ale / Wee Heavy",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Isis",651,0.091,91,"American Double / Imperial IPA",16
"IN","18","Indiana",6619680,25,"Burn 'Em Brewing","Michigan City","Black Beer'd",2607,0.068,55,"American Black Ale",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Osiris Pale Ale",1389,0.056,50,"American Pale Ale (APA)",16
"IN","18","Indiana",6619680,18,"Tin Man Brewing Company","Evansville","Klingon Warnog Roggen Dunkel",1817,0.055,8,"Roggenbier",16
"IN","18","Indiana",6619680,20,"Brew Link Brewing","Plainfield","Insert Hop Reference",2619,0.058,75,"American Pale Ale (APA)",16
"IN","18","Indiana",6619680,203,"Upland Brewing Company","Bloomington","Dragonfly IPA",1950,0.06,35,"American IPA",16
"IN","18","Indiana",6619680,178,"18th Street Brewery","Gary","Garce Selé",2097,0.069,120,"Saison / Farmhouse Ale",12
"IN","18","Indiana",6619680,21,"Bare Hands Brewery","Granger","Thai.p.a",2618,0.07,46,"American IPA",16
"IN","18","Indiana",6619680,19,"Black Acre Brewing Co.","Indianapolis","Saucy Intruder",2620,0.072,75,"Rye Beer",16
"IN","18","Indiana",6619680,359,"Daredevil Brewing Company","Shelbyville","Lift Off IPA",1623,0.072,86,"American IPA",16
"IN","18","Indiana",6619680,166,"Great Crescent Brewery","Aurora","Bourbon Barrel Aged Coconut Porter",1702,0.056,33,"American Porter",16
"IN","18","Indiana",6619680,26,"Sun King Brewing Company","Indianapolis","Grapefruit Jungle (GFJ)",1420,0.075,77,"American IPA",16
"KS","20","Kansas",2911641,501,"High Noon Saloon And Brewery","Leavenworth","Oregon Trail Unfiltered Raspberry Wheat",616,0.045,10,"Fruit / Vegetable Beer",12
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Halcyon Unfiltered Wheat",412,0.05,20,"American Pale Wheat Ale",12
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Wild Plum Farmhouse Ale",1196,0.056,20,"Saison / Farmhouse Ale",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Köld Lager (2010)",105,0.05,16,"German Pilsener",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Velvet Rooster",537,0.085,10,"Tripel",16
"KS","20","Kansas",2911641,501,"High Noon Saloon And Brewery","Leavenworth","Annie's Amber Ale",96,0.055,17,"American Amber / Red Ale",12
"KS","20","Kansas",2911641,501,"High Noon Saloon And Brewery","Leavenworth","Tonganoxie Honey Wheat",824,0.044,22,"American Pale Wheat Ale",12
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Oasis (2010)",104,0.072,93,"American Double / Imperial IPA",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Zombie Monkie",1736,0.062,35,"American Porter",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Ginger Peach Saison",2555,0.048,20,"Saison / Farmhouse Ale",16
"KS","20","Kansas",2911641,284,"Defiance Brewing Company","Hays","Gutch English Style Mild Ale",1885,0.05,16,"English Pale Mild Ale",12
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Oasis",912,0.072,93,"Extra Special / Strong Bitter (ESB)",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Tallgrass Pub Ale",1009,0.044,12,"American Brown Ale",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Buffalo Sweat (2010)",102,0.05,20,"Milk / Sweet Stout",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Vanilla Bean Buffalo Sweat",1063,0.05,20,"Oatmeal Stout",16
"KS","20","Kansas",2911641,284,"Defiance Brewing Company","Hays","Thrasher Session India Pale Ale",1886,0.045,44,"American IPA",12
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Halcyon Unfiltered Wheat",676,0.05,20,"American Pale Wheat Ale",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Buffalo Sweat",765,0.05,20,"Milk / Sweet Stout",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Tallgrass IPA",101,0.063,60,"American IPA",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Tallgrass Ale",103,0.044,22,"American Brown Ale",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Ethos IPA",1017,0.068,110,"American IPA",16
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","Wooden Rooster",2575,0.085,34,"Tripel",16.9
"KS","20","Kansas",2911641,46,"Tallgrass Brewing Company","Manhattan","8-Bit Pale Ale",595,0.052,13,"American Pale Ale (APA)",16
"KY","21","Kentucky",4425092,389,"Alltech's Lexington Brewing Company","Lexington","Kentucky Kölsch",1535,0.043,40,"Kölsch",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Citra Ass Down",2686,0.08,68,"American Double / Imperial IPA",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","The Brown Note",2674,0.05,20,"English Brown Ale",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Bloody Show",2679,0.055,17,"American Pilsner",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Kamen Knuddeln",2676,0.065,45,"American Wild Ale",16
"KY","21","Kentucky",4425092,101,"West Sixth Brewing","Lexington","Pay It Forward Cocoa Porter",2356,0.07,26,"American Porter",12
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Flesh Gourd'n",2681,0.066,21,"Pumpkin Ale",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Rules are Rules",2682,0.05,25,"German Pilsener",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Coq de la Marche",2677,0.051,38,"Saison / Farmhouse Ale",16
"KY","21","Kentucky",4425092,101,"West Sixth Brewing","Lexington","Christmas Ale",2439,0.09,8,"Herbed / Spiced Beer",12
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Rico Sauvin",2678,0.076,68,"American Double / Imperial IPA",16
"KY","21","Kentucky",4425092,101,"West Sixth Brewing","Lexington","West Sixth IPA",652,0.032,65,"American IPA",12
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","35 K",2684,0.077,25,"Milk / Sweet Stout",16
"KY","21","Kentucky",4425092,389,"Alltech's Lexington Brewing Company","Lexington","Kentucky IPA",1149,0.065,65,"American IPA",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","London Balling",2685,0.125,80,"English Barleywine",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","A Beer",2683,0.042,42,"American Pale Ale (APA)",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Pile of Face",2675,0.06,65,"American IPA",16
"KY","21","Kentucky",4425092,63,"Against The Grain Brewery","Louisville","The Brown Note",2539,0.05,20,"American Brown Ale",16
"KY","21","Kentucky",4425092,2,"Against the Grain Brewery","Louisville","Sho'nuff",2680,0.04,13,"Belgian Pale Ale",16
"KY","21","Kentucky",4425092,101,"West Sixth Brewing","Lexington","West Sixth Amber Ale",1069,0.055,20,"American Amber / Red Ale",12
"KY","21","Kentucky",4425092,63,"Against The Grain Brewery","Louisville","Citra Ass Down",2540,0.082,68,"American IPA",16
"LA","22","Louisiana",4670724,270,"Great Raft Brewing Company","Shreveport","Commotion APA",1923,0.052,49,"American Pale Ale (APA)",12
"LA","22","Louisiana",4670724,175,"New Orleans Lager & Ale Brewing ...","New Orleans","Hopitoulas IPA",486,0.065,99,"American IPA",16
"LA","22","Louisiana",4670724,534,"Abita Brewing Company","Abita Springs","Purple Haze",515,0.042,13,"Fruit / Vegetable Beer",12
"LA","22","Louisiana",4670724,153,"Tin Roof Brewing Company","Baton Rouge","Tin Roof Blonde Ale",529,0.045,18,"American Blonde Ale",12
"LA","22","Louisiana",4670724,175,"New Orleans Lager & Ale Brewing ...","New Orleans","NOLA Brown Ale",485,0.039,31,"English Dark Mild Ale",12
"LA","22","Louisiana",4670724,175,"New Orleans Lager & Ale Brewing ...","New Orleans","NOLA Blonde Ale",484,0.049,26,"American Blonde Ale",12
"LA","22","Louisiana",4670724,175,"New Orleans Lager & Ale Brewing ...","New Orleans","Rebirth Pale Ale",2272,0.05,88,"American Pale Ale (APA)",12
